OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
1,1930/11/13 15:00:00+00,Kent,1,1,0,0
2,1966/02/12 15:00:00+00,Anne Arundel,1,1,0,0
3,1966/02/15 15:00:00+00,Anne Arundel,1,2,0,0
4,1972/10/13 15:00:00+00,Allegany,1,1,0,0
5,1972/12/16 15:00:00+00,Baltimore,1,1,0,0
6,2012/02/03 15:00:00+00,Baltimore,1,2,0,0
7,2020/01/01 15:00:00+00,Unknown,2,2,0,0
8,2020/01/01 15:00:00+00,Worcester,1,1,0,0
9,2020/01/03 15:00:00+00,Montgomery,1,1,0,0
10,2020/01/05 15:00:00+00,Allegany,1,2,0,0
11,2020/01/06 15:00:00+00,Montgomery,1,2,0,0
12,2020/01/17 15:00:00+00,Montgomery,1,3,0,0
13,2020/01/21 15:00:00+00,Unknown,1,3,0,0
14,2020/01/22 15:00:00+00,Frederick,1,1,0,0
15,2020/01/23 15:00:00+00,Unknown,1,4,0,0
16,2020/01/26 15:00:00+00,Wicomico,1,1,0,0
17,2020/01/27 15:00:00+00,Montgomery,1,4,0,0
18,2020/01/31 15:00:00+00,Montgomery,1,5,0,0
19,2020/02/01 15:00:00+00,Baltimore,1,3,0,0
20,2020/02/01 15:00:00+00,Washington,1,1,0,0
21,2020/02/02 15:00:00+00,Allegany,0,2,0,0
22,2020/02/03 15:00:00+00,Baltimore City,1,1,0,0
23,2020/02/04 15:00:00+00,Montgomery,0,5,1,1
24,2020/02/07 15:00:00+00,Unknown,1,5,0,0
25,2020/02/11 15:00:00+00,Anne Arundel,1,3,0,0
26,2020/02/19 15:00:00+00,Unknown,0,5,1,1
27,2020/02/23 15:00:00+00,Unknown,1,6,0,1
28,2020/02/24 15:00:00+00,Baltimore City,1,2,0,0
29,2020/04/01 15:00:00+00,Montgomery,1,6,0,1
30,2020/05/01 15:00:00+00,Montgomery,0,6,0,1
31,2020/08/14 15:00:00+00,Frederick,1,2,0,0
32,2020/08/14 15:00:00+00,Montgomery,1,7,0,1
33,2020/08/21 15:00:00+00,Frederick,1,3,0,0
34,2020/08/24 15:00:00+00,Baltimore,1,4,0,0
35,2020/08/27 15:00:00+00,Frederick,1,4,0,0
36,2020/08/31 15:00:00+00,Frederick,1,5,0,0
37,2020/09/01 15:00:00+00,Cecil,1,1,0,0
38,2020/09/03 15:00:00+00,Prince George's,1,1,0,0
39,2020/09/04 15:00:00+00,Anne Arundel,1,4,0,0
40,2020/09/04 15:00:00+00,Baltimore,1,5,0,0
41,2020/09/05 15:00:00+00,Baltimore,1,6,0,0
42,2020/09/13 15:00:00+00,Anne Arundel,1,5,0,0
43,2020/09/15 15:00:00+00,Frederick,0,5,1,1
44,2020/09/16 15:00:00+00,Montgomery,0,7,1,2
45,2020/09/23 15:00:00+00,Frederick,0,5,1,2
46,2020/09/24 15:00:00+00,Frederick,0,5,1,3
47,2020/09/29 15:00:00+00,Frederick,0,5,1,4
48,2020/10/01 15:00:00+00,Baltimore,0,6,1,1
49,2020/10/01 15:00:00+00,Cecil,0,1,1,1
50,2020/10/03 15:00:00+00,Anne Arundel,0,5,1,1
51,2020/10/06 15:00:00+00,Baltimore,0,6,1,2
52,2020/10/07 15:00:00+00,Anne Arundel,0,5,1,2
53,2020/10/12 15:00:00+00,Montgomery,1,8,0,2
54,2020/10/17 15:00:00+00,Montgomery,1,9,0,2
55,2020/10/20 15:00:00+00,Garrett,1,1,0,0
56,2020/11/06 15:00:00+00,Montgomery,1,10,0,2
57,2020/11/07 15:00:00+00,Anne Arundel,1,6,0,2
58,2020/12/01 15:00:00+00,Carroll,1,1,0,0
59,2020/12/01 15:00:00+00,Frederick,1,6,0,4
60,2020/12/01 15:00:00+00,Montgomery,2,12,1,3
61,2020/12/01 15:00:00+00,Prince George's,1,2,0,0
62,2020/12/01 15:00:00+00,Wicomico,1,2,0,0
63,2020/12/04 15:00:00+00,Baltimore,1,7,0,2
64,2020/12/10 15:00:00+00,Prince George's,1,3,0,0
65,2020/12/11 15:00:00+00,Unknown,1,7,0,1
66,2020/12/14 15:00:00+00,Anne Arundel,2,8,0,2
67,2020/12/14 15:00:00+00,Montgomery,1,13,0,3
68,2020/12/15 15:00:00+00,Baltimore,1,8,0,2
69,2020/12/15 15:00:00+00,Baltimore City,3,5,0,0
70,2020/12/15 15:00:00+00,Frederick,2,8,0,4
71,2020/12/15 15:00:00+00,Montgomery,1,14,0,3
72,2020/12/16 15:00:00+00,Anne Arundel,53,61,0,2
73,2020/12/16 15:00:00+00,Baltimore,121,129,0,2
